,Product,rentabilite,regions,Prix,Lien
815,                                 RICHEMONT - SPECIAL INVESTISSEUR T2                             ," 6,97 ",                             richemont (Lorraine) ,74.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122603-richemont-special-investisseur-t2.html
816,"                                 Investisseur Appartement entièrement meublé,...                             "," 6,97 ",                             Lagord (Poitou-charentes) ,74.885,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/123349-investisseur-appartement-entierement-meuble-equipe.html
817,"                                 Dans résidence sécurisée, T2                             "," 6,97 ",                             lorient (Bretagne) ,68.860,https://www.labonnepierre.com/fr/appartement/nord-ouest/108486-dans-residence-securisee-t2.html
818,                                 Local vendu Loué                             ," 6,97 ",                             Epinay sur seine (Ile-de-france) ,155.000,https://www.labonnepierre.com/fr/autre/ndf/107181-local-vendu-loue.html
819,                                 T3 - Centre ville - Gare Chateaucreux                             ," 6,96 ",                             Saint Etienne (Rhone-alpes) ,80.000,https://www.labonnepierre.com/fr/appartement/ndf/71756-t3-centre-ville-gare-chateaucreux.html
820,"                                 Immeuble au coeur de saint omer,                             "," 6,92 ",                             st omer (Nord-pas-de-calais) ,161.200,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118021-immeuble-au-coeur-de-saint-omer.html
821,                                 Ensemble immobilier loué                             ," 6,92 ",                             dieuze (Lorraine) ,156.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/114866-ensemble-immobilier-loue.html
822,                                 Maison d'habitation                             ," 6,92 ",                             Guessling-Hémering (Lorraine) ,199.500,https://www.labonnepierre.com/fr/maison/nord-ouest/82125-maison-d-habitation.html
823,"                                 T3 avec balcon, garage, cellier et jardin                             "," 6,92 ",                             Poitiers (Poitou-charentes) ,59.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/80491-t3-avec-balcon-garage-cellier-et-jardin.html
824,                                 Locaux d'activités 612 m² - TOURS (37)                             ," 6,91 ",                             LA VILLE AUX DAMES (Centre) ,625.290,https://www.labonnepierre.com/fr/entrep%C3%B4t/ndf/100206-locaux-d-activites-612-m-tours-37.html
825,                                 Dans maison particulière magnifique appt...                             ," 6,91 ",                             etupes (Franche-comte) ,139.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/113554-dans-maison-particuliere-magnifique-appt-t5.html
826,"                                 Secteur recherché du parc, studio                             "," 6,90 ",                             Maisons-Laffitte (Ile-de-france) ,95.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/87539-secteur-recherche-du-parc-studio.html
827,"                                 HYPER CENTRE, studio rénové meublé                             "," 6,90 ",                             biarritz (Aquitaine) ,174.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/101213-hyper-centre-studio-renove-meuble.html
828,                                 T3 Amiens SUD proche Campus                             ," 6,89 ",                             Amiens (Picardie) ,104.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/79452-t3-amiens-sud-proche-campus.html
829,                                 Proximité du centre bel immeuble de rappo...                             ," 6,89 ",                             Ussel (Limousin) ,249.100,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117503-proximite-du-centre-bel-immeuble-de-rapport.html
830,                                 NANCY Quartier résidentiel STUDIO                             ," 6,87 ",                             nancy (Lorraine) ,62.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122822-nancy-quartier-residentiel-studio.html
831,                                 pavillon de plain-pied rénové                             ," 6,87 ",                             fontaine francaise (Bourgogne) ,79.000,https://www.labonnepierre.com/fr/maison/nord-ouest/120897-pavillon-de-plain-pied-renove.html
832,"                                 .Maison 3 pièces, parfaitement meublée et...                             "," 6,86 ",                             Azay-le-Rideau (Centre) ,64.890,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/122730-maison-3-pieces-parfaitement-meublee-et-equipee.html
833,                                 Immeuble locatif historique                             ," 6,86 ",                             Guéret (Limousin) ,700.000,https://www.labonnepierre.com/fr/immeuble/ndf/95920-immeuble-locatif-historique.html
834,                                 Idéal investisseur. Maison de VILLE                             ," 6,86 ",                             Saint-Omer (Nord-pas-de-calais) ,126.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122946-ideal-investisseur-maison-de-ville.html
835,"                                 Située au centre ville,                             "," 6,86 ",                             labruguiere (Midi-pyrenees) ,77.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122025-situee-au-centre-ville.html
836,                                 Studio situé au 2ème et dernier étage d'un...                             ," 6,86 ",                             poitiers (Poitou-charentes) ,52.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/108572-studio-situe-au-2eme-et-dernier-etage-d-un-petit-immeuble.html
837,                                 -SPECIAL INVESTISSEMENT LMNP TOURISME                             ," 6,86 ",                             Borgo (Corse) ,95.572,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/120285-special-investissement-lmnp-tourisme.html
838,                                 Immeuble de rapport                             ," 6,85 ",                             Pau (Aquitaine) ,425.000,https://www.labonnepierre.com/fr/immeuble/ndf/117635-immeuble-de-rapport.html
839,                                 Résidence avec services para-hôteliers                             ," 6,84 ",                             Poissy (Ile-de-france) ,81.566,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/120276-residence-avec-services-para-hoteliers.html
840,                                 Local d'activité 206 m² - Tours (37)                             ," 6,84 ",                             LA VILLE AUX DAMES (Centre) ,210.520,https://www.labonnepierre.com/fr/entrep%C3%B4t/ndf/100145-local-d-activite-206-m-tours-37.html
841,                                 Exclusivité Haut de Lons Superbe T2                             ," 6,84 ",                             Lons (Aquitaine) ,83.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122690-exclusivite-haut-de-lons-superbe-t2.html
842,                                 Maison de village                             ," 6,84 ",                             Râches (Nord-pas-de-calais) ,79.500,https://www.labonnepierre.com/fr/maison/nord-ouest/120852-maison-de-village.html
843,                                 Idéal investisseur ou 1er achat                             ," 6,84 ",                             MONDONVILLE (Midi-pyrenees) ,82.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/123419-ideal-investisseur-ou-1er-achat.html
844,                                 Immeuble sur deux niveaux partiellement l...                             ," 6,84 ",                             Lurcy-Lévis (Auvergne) ,82.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/101205-immeuble-sur-deux-niveaux-partiellement-loue.html
845,                                 Appartement T2 de 36 m2 en résidence                             ," 6,84 ",                             Montauban (Midi-pyrenees) ,66.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/123312-appartement-t2-de-36-m2-en-residence.html
846,                                 Maison individuelle de plain pied                             ," 6,83 ",                             Saint-Rémy-Blanzy (Picardie) ,105.000,https://www.labonnepierre.com/fr/maison/nord-ouest/100670-maison-individuelle-de-plain-pied.html
